File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
63a93687-c0bc-46bd-ade7-a07ff25f2df1	664fe14c-8009-468c-996d-c28efeda9e02.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8433	TCGA-KN-8433-11A	Solid Tissue Normal
068d8636-bd78-4ea2-9d16-666c660a05c2	72c8d597-a4ab-4235-8783-c2e3c0d3bc3d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8432	TCGA-KN-8432-11A	Solid Tissue Normal
0c084571-72e0-4592-974e-a00d95e3a6a5	648cd526-57df-4ee8-a48e-02babbe7e5c6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8426	TCGA-KN-8426-11A	Solid Tissue Normal
c63425b2-681d-4360-895e-ccc9cdff2288	f93e2a7a-b739-4749-9c7a-296846df6065.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KL-8326	TCGA-KL-8326-11A	Solid Tissue Normal
3feb57be-de34-4e5a-b224-b00444505159	c5b1e632-1936-4da0-b76f-c74d64be1979.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KL-8324	TCGA-KL-8324-11A	Solid Tissue Normal
83277611-2ed5-449e-b834-f42d4b4f9725	8bc25afd-f9aa-4d14-a328-0eb1b24844e1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8429	TCGA-KN-8429-11A	Solid Tissue Normal
634895fe-6325-4d91-a9b6-037c3f0e2aea	a88a32c8-8932-4823-8d6a-e63dc70580d9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8430	TCGA-KN-8430-11A	Solid Tissue Normal
aa918528-a7df-46be-8aee-ac1a02a29e88	edda69b4-b455-4698-bf7d-267a3e4983db.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8431	TCGA-KN-8431-11A	Solid Tissue Normal
4cb88230-a7c0-4ced-a257-45b7f1163af7	06b24786-bda3-4dde-a750-c542c30c5c9a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8425	TCGA-KN-8425-11A	Solid Tissue Normal
3dfa2b7f-ea24-4c0e-8fc7-6177af44d882	0a0b75ab-0e92-4d25-abd0-5ebc075b432b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8428	TCGA-KN-8428-11A	Solid Tissue Normal
e838e897-2515-4dd7-a972-0d8ce4bd7bc8	6d3a1676-bb0b-4167-835d-25ddb1cf9d31.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KN-8434	TCGA-KN-8434-11A	Solid Tissue Normal
