id	filename	md5	size	state
00ddf8c2-039f-409f-a2ed-b29e18395dd4	00ddf8c2-039f-409f-a2ed-b29e18395dd4/f07b7c4c-5f30-4c51-9eb1-4f873ad49c56.rna_seq.augmented_star_gene_counts.tsv	e2e47963ef332d148c4caee63c7f0bf4	4218545	validated
0161b0d1-3fb0-45e8-bed0-df99aacaaac1	0161b0d1-3fb0-45e8-bed0-df99aacaaac1/718f1665-6b2c-4d07-9dc5-93ca8e5c2bb0.rna_seq.augmented_star_gene_counts.tsv	6529d9d90e70e534246f1871c69d1e09	4205351	validated
05f5d36d-3f71-4d9c-9668-7dce66f48cd9	05f5d36d-3f71-4d9c-9668-7dce66f48cd9/a8440ee0-f9a0-4638-9be1-ae0800f18e32.rna_seq.augmented_star_gene_counts.tsv	c7bcdd2546266fd6c502bb8138e8e24e	4234483	validated
07bbb0ce-057f-4ce7-aeb5-74c924bf6ab5	07bbb0ce-057f-4ce7-aeb5-74c924bf6ab5/c562d5f0-f474-42d3-9b04-57189e6df109.rna_seq.augmented_star_gene_counts.tsv	e7968c82ccc1600133cb57ceca1b7d86	4226443	validated
08bd2f5a-9543-45b6-a7a3-c58f3d3ebfb6	08bd2f5a-9543-45b6-a7a3-c58f3d3ebfb6/9b667b7c-5316-4d80-bd69-2866dd0dcdcf.rna_seq.augmented_star_gene_counts.tsv	089badf4734642b9c313b71a787d86e8	4229303	validated
09a25765-76d8-4d2a-9051-facbec6ba166	09a25765-76d8-4d2a-9051-facbec6ba166/1b52b9e6-644f-43d5-842d-3412cbd40837.rna_seq.augmented_star_gene_counts.tsv	49fec2f71e4d5e22963decb39791a48f	4231116	validated
0ba21ef5-0829-422e-a674-d3817498c333	0ba21ef5-0829-422e-a674-d3817498c333/4868e8fc-e045-475a-a81d-ef43eabb7066.rna_seq.augmented_star_gene_counts.tsv	8ce981bba12862aab95391631b5c8c40	4236142	validated
0e3f97a7-63b5-4d66-bc64-1cfba1a7c32e	0e3f97a7-63b5-4d66-bc64-1cfba1a7c32e/2b3f591a-b826-4a4e-999e-1cf50172e56d.rna_seq.augmented_star_gene_counts.tsv	d36ba720bd9bc28c29393a5c34458c2e	4231502	validated
0e778a8e-d8eb-4357-aaac-e68f95b795f4	0e778a8e-d8eb-4357-aaac-e68f95b795f4/e7298d30-d154-41d1-a962-766996a80c7d.rna_seq.augmented_star_gene_counts.tsv	d5f22042d2627633c26ff601c7703df0	4221273	validated
1da5f38c-8a6e-4ada-9161-53e6fdcf316b	1da5f38c-8a6e-4ada-9161-53e6fdcf316b/422d6c65-7b79-427d-a8d1-f14f23eb4be5.rna_seq.augmented_star_gene_counts.tsv	bb1470ed4b9cf2517bdad1371d4fd1a7	4236157	validated
1db88b1a-ebe4-4500-8549-3e498271147f	1db88b1a-ebe4-4500-8549-3e498271147f/3ca2395c-b080-4307-aa99-c101fa435b10.rna_seq.augmented_star_gene_counts.tsv	20a89400666c01c5933ebfd178f5157b	4234363	validated
21fae5a3-ec3c-4546-b880-b470688c7bd8	21fae5a3-ec3c-4546-b880-b470688c7bd8/8c90619c-7b53-4033-a965-1456b9994686.rna_seq.augmented_star_gene_counts.tsv	9a4c5b9b252809e0e2654a4828b8ce2f	4233245	validated
313f5ebe-36bc-45de-84a3-93f8e27563c1	313f5ebe-36bc-45de-84a3-93f8e27563c1/552b8b99-bd4e-4a81-99c8-b603c9678012.rna_seq.augmented_star_gene_counts.tsv	a70cd757b41286ab9e371f2c40a540e6	4236511	validated
32ae3205-336a-4331-95ef-659e7174a269	32ae3205-336a-4331-95ef-659e7174a269/9b034b19-e9a5-4550-b2b5-9b6886c657f1.rna_seq.augmented_star_gene_counts.tsv	1a4877ecab18f8687194148910d75bd1	4227348	validated
3edddf65-e0ca-447c-9942-520d03e4b460	3edddf65-e0ca-447c-9942-520d03e4b460/5829ce46-68ed-4238-b5f3-c542947fc123.rna_seq.augmented_star_gene_counts.tsv	a65390980afd8c156a690d6c83545d13	4233277	validated
40691994-0e0c-4279-aede-a16d5e68eae8	40691994-0e0c-4279-aede-a16d5e68eae8/8bfb45f6-9b80-4464-ba3e-10b3ffe6927b.rna_seq.augmented_star_gene_counts.tsv	2a6f7db796f7d1bddaaaf3dca00d24f4	4219800	validated
44f86a07-70a2-4693-a1a3-99e349a04284	44f86a07-70a2-4693-a1a3-99e349a04284/82ecc577-e8b2-47f5-90b3-95b7e0dc9737.rna_seq.augmented_star_gene_counts.tsv	04361d10fa0a57b8ae96bf290fb534eb	4229238	validated
4e4330da-4f91-4eeb-85ae-007494022471	4e4330da-4f91-4eeb-85ae-007494022471/b5b2aa22-f024-4862-8a88-95d4b2c48c0d.rna_seq.augmented_star_gene_counts.tsv	7a87b5f9123165fa373db14a1d5efa45	4223116	validated
4f9f330d-2f98-4011-9577-5c772d263983	4f9f330d-2f98-4011-9577-5c772d263983/268b803d-f743-4def-aae0-7d69d6e935af.rna_seq.augmented_star_gene_counts.tsv	d8c849ecd54b2b9b478649a53e54f111	4230397	validated
52eafdc5-9c9e-47f3-8295-14c4aced0a83	52eafdc5-9c9e-47f3-8295-14c4aced0a83/dc0bf54e-be63-4de1-ba16-67f3526d1f2b.rna_seq.augmented_star_gene_counts.tsv	19e8fbe9d4cac466c1a4db6fd3dc88bd	4235346	validated
55cd194a-fdbd-4843-8d36-265c1a92ee34	55cd194a-fdbd-4843-8d36-265c1a92ee34/4d073a99-e8f9-4095-8436-7db1c554a0fe.rna_seq.augmented_star_gene_counts.tsv	3b0f555b55f21400fbd6df057c8a7dfc	4234566	validated
57673850-bcd7-4c99-ae4b-749f775448a0	57673850-bcd7-4c99-ae4b-749f775448a0/de852d82-03e1-47e0-8b3d-b49b4baf3743.rna_seq.augmented_star_gene_counts.tsv	61b356a7ce6fb5a4301edcbb377e2020	4233397	validated
5a0e1d19-c2d4-4cff-9619-db3505383631	5a0e1d19-c2d4-4cff-9619-db3505383631/d352c6ea-2591-4c94-8603-76a3182d5cb4.rna_seq.augmented_star_gene_counts.tsv	09df3f89d13d503c59eb65496d1e72f6	4229637	validated
5c303083-6853-4f1f-b341-b7f4580a0129	5c303083-6853-4f1f-b341-b7f4580a0129/58efbb4c-e813-44bc-b237-0448477575bc.rna_seq.augmented_star_gene_counts.tsv	6a202a91f2db3e3bf4ecea0f11929121	4203698	validated
63e20c7d-64a5-48f3-8b66-f58b57dd4a7e	63e20c7d-64a5-48f3-8b66-f58b57dd4a7e/ad01e588-64f3-4394-8dc5-560e98ab19b9.rna_seq.augmented_star_gene_counts.tsv	3cef57ddf980a121335578fdbe6eeb9b	4226552	validated
65f03629-8dcf-456e-bb00-6cf2b0e40843	65f03629-8dcf-456e-bb00-6cf2b0e40843/3145dfa6-b017-4195-b882-398a272fd3a4.rna_seq.augmented_star_gene_counts.tsv	7705b042ae34bb14aa472feb5653005f	4225043	validated
75814e94-8ca3-469e-85d1-f5489287c285	75814e94-8ca3-469e-85d1-f5489287c285/3259055f-7131-4e7a-a2d9-dad1876b03f2.rna_seq.augmented_star_gene_counts.tsv	75b16c2ed5835147894e0122c8223970	4248133	validated
7b5bdde2-cbc5-4f11-9dff-3217eb69734c	7b5bdde2-cbc5-4f11-9dff-3217eb69734c/6c0c2bda-2fd3-4294-8e4a-7ffad2c8f16e.rna_seq.augmented_star_gene_counts.tsv	d7d528d88c38b2476d0d62c5824e3389	4225880	validated
7f8ab784-42a6-4ab5-ad93-8afec6d40648	7f8ab784-42a6-4ab5-ad93-8afec6d40648/1c10a512-7101-4413-97e5-609216ede706.rna_seq.augmented_star_gene_counts.tsv	44ce33971d5c1cc41ef6976073a1f282	4225496	validated
80bfeafd-0b6a-49ef-a93e-e6bff0e6d2c1	80bfeafd-0b6a-49ef-a93e-e6bff0e6d2c1/5b0be70e-c528-4f46-be57-c49abea8e08f.rna_seq.augmented_star_gene_counts.tsv	f08db0e333508a381e81a23734c619a6	4213466	validated
89b7b12e-c84c-4570-9982-4a22c7a1cc4c	89b7b12e-c84c-4570-9982-4a22c7a1cc4c/6790e9d4-494b-4dd5-9c35-ef389bd95e7f.rna_seq.augmented_star_gene_counts.tsv	cee360b1707c5f746a3905a6d7ef5e88	4227030	validated
8c39b6b3-07a1-47a0-8dd9-1b939124ae41	8c39b6b3-07a1-47a0-8dd9-1b939124ae41/c4aa218a-5c7e-4e98-9bd6-e5269b21f8b5.rna_seq.augmented_star_gene_counts.tsv	4252c96469e59b0437ab74ad7873f691	4235392	validated
8dd0ae16-c0b1-4850-8d9b-4c3f2d4cef57	8dd0ae16-c0b1-4850-8d9b-4c3f2d4cef57/338fe458-1599-4ab5-a118-ceaaf42ab6fe.rna_seq.augmented_star_gene_counts.tsv	34ac801af41ad19df53f104f69e4da5d	4223536	validated
90516825-8270-4a23-8243-97f914b35be2	90516825-8270-4a23-8243-97f914b35be2/27134810-b8f3-42a5-aafa-c1e9479d7a86.rna_seq.augmented_star_gene_counts.tsv	27453c6b3ee4a6b9f3802e4304a85276	4231315	validated
936f78b1-ca9b-46f3-849d-0ff10a7e602d	936f78b1-ca9b-46f3-849d-0ff10a7e602d/b5ad85fb-d0ea-4cde-aebf-2f3bb3d684dd.rna_seq.augmented_star_gene_counts.tsv	9319f9616993acfe3e2441513a4ca9ba	4232525	validated
9452f420-4244-4518-b607-3442361d065a	9452f420-4244-4518-b607-3442361d065a/3dc24ff9-20bd-4c63-8152-7e43a0804943.rna_seq.augmented_star_gene_counts.tsv	810b40c7ab72f8f5f313443398773e52	4216775	validated
a007ff12-ba3c-47b8-9acc-121816a85594	a007ff12-ba3c-47b8-9acc-121816a85594/0ced9958-5054-428f-9010-a4ca3dab3bce.rna_seq.augmented_star_gene_counts.tsv	85189619b9bfe357a9bd22b602be2719	4224296	validated
a02fc376-4376-41f7-a2e3-1f3de09354b3	a02fc376-4376-41f7-a2e3-1f3de09354b3/7d5f8b82-73cc-473f-824b-a5be90046e3a.rna_seq.augmented_star_gene_counts.tsv	ed5c510eff54522a84842972a480db0d	4239112	validated
a4b800e3-b6ff-4823-86da-ea9755d88eac	a4b800e3-b6ff-4823-86da-ea9755d88eac/a3bd8e23-8f88-4d92-871e-57878d42048e.rna_seq.augmented_star_gene_counts.tsv	ab05a17399b6167934c7428abdd87e65	4232251	validated
